,Site,SampleTime,SampleDate,pH,LocationType,GWType,X,Y,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
347,E4A,1899-12-31 12:25:00,10/30/12,4.76,1,stream,NA,NA,0.623116,0.155317,0.60582,2.18507,0.179858,0.363571,0.0317085,0.0432553,0.016876455,0.613781542,0.12970567,2.454165542,8.092536729,0.241125291,0.597056604,0.130200617,0.502222222,1.913910256,-0.004,0.147356725,0.31748,0.029,0.007304348,0.007,0.000965837,0.002818182,0.005289474,0.00032,0.001084482,0.363713603,0.213268995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,E4A,1899-12-31 21:00:00,3/12/13,NA,1,stream,NA,NA,0.525561,0.1658655,0.5507995,1.699235,0.319218,0.449653,0.03067985,0.0528341,0.102870549,0.579787518,1.922073029,1.879941603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043367177,0.343463958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,E4A,1899-12-31 22:00:00,3/12/13,5.8,1,stream,NA,NA,0.521433,0.164252,0.529948,1.65814,0.297734,0.430168,0.0293186,0.0493821,0.055541494,0.630753747,1.915957757,1.98899634,NA,NA,0.591441252,0.181534033,0.575590475,1.641418226,NA,0.334968081,0.433762942,0.035426455,0.031859437,NA,0.001794802,0.003195343,0.00686476,NA,0.057653068,0.32858158,0.172509596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,E4A,NA,7/10/09,4.32,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,0.218,0,2.458,6.338741487,0.137410092,0.619,0.146,0.593,1.65,NA,0.056,0.466,0.012,0.027,0.006,3.00E-04,0.00346,0.00595,0.00038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,E4A,NA,4/1/10,4.72,1,stream,NA,NA,0.46,0.13,0.62,1.62,0.1,0.33,0.02,0.03,0.02,0.28,0.33,2.01,5.66,0.25,0.525,0.136,0.491,1.445,NA,0.063,0.227,0.016,0.005,0.005,0.00064,0.00291,0.00506,3.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,E4A,NA,6/18/10,4.74,1,stream,NA,NA,0.591455,0.127262,0.41913,1.54898,0.057746,0.406094,0.01409,0.022964,0.010694597,0.369963603,0.010304041,2.916865946,5.25714102,0.152245359,0.68,0.14,0.501,1.768,NA,0.067,0.399,0.012,0.033,0.008,0.00031,0.00333,0.00569,0.00017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,E4A,NA,10/1/10,4.51,1,stream,NA,NA,0.476654,0.132599,0.82319,1.49577,0.12969,0.433934,0.031953,0.0898573,0.046489096,0.711835684,0.04593246,2.717566101,12.60247787,0.307836061,0.481,0.134,0.756,1.491,NA,0.14,0.437,0.033,0.08,NA,0.00096,0.00351,0.00513,0.00066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,E4B,1899-12-31 09:05:00,1/31/13,4.71,1,stream,NA,NA,0.482327,0.153563,0.568488,1.71361,0.284562,0.362655,0.039387,0.0711516,0.03068048,0.352922888,1.820065238,1.943272993,8.049899573,0.701066702,0.492913522,0.150666715,0.755002355,1.53324762,NA,0.293469669,0.350672876,0.033489967,0.230718387,NA,0.001873953,0.002907969,0.00505333,0.001086689,0.032976867,0.39185134,0.208397321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,E4B,1/1/00 10:05,6/6/19,4.72,1,stream,281741.5651,4870839.5,0.45,0.11,0.61,3.1,0.11,0.25,0.01,0.07,0.01,0.3,0.14,1.27,9.55,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-019,grab,12.41,0.22,0.375,0.122,0.253,0.025,0.001,0.46,0.005,-0.001
356,E4B,1/1/00 14:12,6/18/19,4.79,1,stream,281741.5651,4870839.5,0.53,0.1,0.44,3.53,0.07,0.24,0.01,0.03,0.02,0.32,0.06,1.93,6.34,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-053,grab,11.78,0.14,0.268,0.07,0.198,0.006,0.001,0.58,0,0
357,E4B,1/1/00 14:37,7/2/19,4.77,1,stream,281741.5651,4870839.5,0.57,0.1,0.41,3.51,0.07,0.26,0.01,0.03,0.02,0.31,0.06,1.99,6.46,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-093,grab,12.87,0.15,0.242,0.073,0.169,0.01,0.001,0.6,0.003,0.009
358,E4B,1/1/00 15:06,6/25/19,4.78,1,stream,281741.5651,4870839.5,0.58,0.09,0.17,3.25,0.08,0.33,0.02,0,0.02,0.36,0.11,2.11,2.65,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-073,grab,11.88,0.07,0.102,0.024,0.078,0.005,0.001,0.62,0,0.01
359,E4B,1/1/00 15:56,7/12/19,4.64,1,stream,281741.5651,4870839.5,0.45,0.1,0.55,2.77,0.07,0.27,0.01,0.05,0.02,0.29,0.09,1.27,9.24,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-116,grab,13.19,0.2,0.35,0.19,0.16,0.005,0.001,0.49,0.003,0.006
360,E4B,NA,7/10/09,4.34,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.19,0,2.432,6.678478264,0.162958915,0.648,0.154,0.616,1.761,NA,0.057,0.433,0.012,0.039,0.006,3.00E-04,0.00371,0.00558,0.00044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,E4B,NA,4/1/10,4.68,1,stream,NA,NA,0.46,0.13,0.57,1.62,0.1,0.32,0.02,0.03,0.04,0.26,0.3,1.87,5.86,0.25,0.531,0.136,0.496,1.436,NA,0.082,0.22,0.016,0.011,0.006,0.00064,0.00288,0.00505,0.00037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,E4B,NA,6/18/10,4.64,1,stream,NA,NA,0.655268,0.127579,0.412983,1.6415,0.110265,0.343312,0.011668,0.024598,0.024855144,0.347602981,0.01829119,2.927811844,5.377824138,0.13634225,0.711,0.148,0.5,1.97,NA,0.06,0.394,0.012,0.036,0.007,0.00038,0.00346,0.00537,2.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,E4B,NA,10/1/10,4.47,1,stream,NA,NA,0.465248,0.130706,0.814693,1.47875,0.11951,0.425433,0.032249,0.0960722,0.047982314,0.718502832,0.044495246,2.673575513,13.0505244,0.337132244,0.459,0.126,0.73,1.421,NA,0.124,0.415,0.032,0.086,NA,0.00085,0.00327,0.00494,0.00072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,E4C,NA,10/1/10,4.48,1,stream,NA,NA,0.479348,0.131916,0.742326,1.49227,0.12956,0.434095,0.032619,0.0889564,0.053456706,0.705719906,0.225335226,2.687692983,12.31153857,0.361519758,0.483,0.132,0.731,1.502,NA,0.126,0.434,0.031,0.076,NA,0.00082,0.00345,0.00504,0.00068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,E4D,1/1/00 9:49,6/6/19,4.64,1,stream,281791.7519,4870863.5,0.44,0.11,0.65,3.01,0.11,0.23,0.01,0.09,0.02,0.28,0.18,1.23,10.42,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-018,grab,13.69,0.21,0.393,0.133,0.26,0.008,0.001,0.45,0.004,0
366,E4D,1/1/00 14:09,6/18/19,4.7,1,stream,281791.7519,4870863.5,0.55,0.1,0.43,3.35,0.08,0.25,0.01,0.04,0.02,0.3,0.09,1.93,7.34,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-052,grab,12.74,0.14,0.284,0.084,0.2,0.008,0.001,0.57,0,0.01
367,E4D,1/1/00 14:34,7/2/19,4.68,1,stream,281791.7519,4870863.5,0.54,0.11,0.45,3.39,0.07,0.27,0.01,0.05,0.02,0.33,0.14,1.96,7.35,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-092,grab,12.98,0.18,0.281,0.09,0.192,0.014,0.001,0.6,0.003,0.006
368,E4D,1/1/00 15:08,6/25/19,4.72,1,stream,281791.7519,4870863.5,0.48,0.09,0.43,3.3,0.1,0.24,0.01,0.03,0.02,0.29,0.08,1.83,6.4,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-072,grab,12.22,0.13,0.274,0.081,0.192,0.005,0.001,0.56,0,0
369,E4D,1/1/00 15:53,7/12/19,4.61,1,stream,281791.7519,4870863.5,0.47,0.1,0.57,2.72,0.08,0.27,0.01,0.07,0.02,0.33,0.11,1.24,9.8,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG-115,grab,12.82,0.21,0.38,0.2,0.18,0.011,0.001,0.47,0.003,0.007
370,E4D,NA,7/10/09,4.24,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.236,0,2.72,1.695672194,0.081927696,0.642,0.111,0.23,1.469,NA,0.053,0.547,0.02,0.005,0.009,0.00026,0.00345,0.00581,0.00031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,E4D,NA,4/1/10,4.65,1,stream,NA,NA,0.45,0.13,0.63,1.58,0.1,0.3,0.02,0.04,0.04,0.27,0.28,1.93,6.33,0.24,0.49,0.129,0.484,1.341,NA,0.058,0.183,0.016,0.008,0.005,6.00E-04,0.00254,0.00464,0.00042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,E4D,NA,6/18/10,4.6,1,stream,NA,NA,0.684107,0.151171,0.458771,1.79798,0.128712,0.362434,0.014706,0.034025,0.024040148,0.332365301,0.020825285,2.98675359,6.273664208,0.150734773,0.667,0.147,0.448,1.757,NA,0.048,0.355,0.013,0.03,0.005,0.00043,0.00327,0.00469,0.00032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,E4D,NA,10/1/10,4.43,1,stream,NA,NA,0.477293,0.133163,0.826944,1.45848,0.131781,0.42626,0.0353,0.113237,0.046339657,0.731849939,0.036512396,2.678893337,13.83373299,0.326925329,0.457,0.127,0.774,1.413,NA,0.122,0.408,0.033,0.1,NA,0.00081,0.00319,0.00492,0.00084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,E4E,NA,7/10/09,4.22,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.194,0,2.374,7.389094357,0.229633677,0.584,0.149,0.663,1.641,NA,0.05,0.442,0.013,0.068,0.006,0.00027,0.00358,0.00584,0.00057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,E4E,NA,4/1/10,4.62,1,stream,NA,NA,0.44,0.13,0.64,1.55,0.09,0.29,0.02,0.05,0.02,0.28,0.29,1.91,6.58,0.25,0.522,0.137,0.519,1.387,NA,0.054,0.192,0.017,0.024,0.005,6.00E-04,0.00263,0.00474,0.00052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,E4E,NA,6/18/10,4.6,1,stream,NA,NA,0.61634,0.179371,0.487192,2.00379,0.048938,0.361391,0.017223,0.070116,0.02987246,0.325196205,0.12843395,2.924262127,6.292230842,0.198486059,0.677,0.187,0.48,2.054,NA,0.04,0.391,0.016,0.044,0.006,0.00043,0.00342,0.00438,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,E4E,NA,10/1/10,4.41,1,stream,NA,NA,0.432256,0.11941,0.742357,1.28419,0.120171,0.381656,0.032144,0.112705,0.049225029,0.730187067,0.034546066,2.595290061,14.55526246,0.352403658,0.499,0.142,0.859,1.55,NA,0.132,0.449,0.036,0.12,NA,0.00087,0.00344,0.0054,0.00103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,E4F,1899-12-31 15:45:00,11/7/13,4.49,1,stream,NA,NA,0.840424411,0.193394413,0.739126799,2.811524079,0.176277616,0.3752677,0.032698616,0.133904407,0.055002801,0.520191293,1.102869447,2.437228473,9.77466023,0.48362702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,E4F,NA,7/10/09,4.16,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.194,0.032,2.404,9.535098335,0.240792557,0.611,0.137,0.726,1.811,NA,0.051,0.455,0.013,0.11,0.007,0.00028,0.00297,0.00809,0.00092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,E4F,NA,4/1/10,4.54,1,stream,NA,NA,0.42,0.13,0.67,1.51,0.13,0.28,0.02,0.09,0.02,0.26,0.31,1.85,7.91,0.29,0.517,0.137,0.559,1.444,NA,0.118,0.185,0.019,0.02,0.006,0.00085,0.00251,0.00595,0.00078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,E4F,NA,6/18/10,4.49,1,stream,NA,NA,0.612375,0.157431,0.554567,2.20731,0.078915,0.323582,0.018553,0.083397,0.029057465,0.324417814,0.286512322,2.999335511,7.322679005,0.233061682,0.661,0.167,0.567,2.328,NA,0.099,0.351,0.017,0.09,0.008,0.00061,0.00311,0.00589,0.00045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,E4F,NA,6/28/10,4.39,1,stream,NA,NA,0.423049,0.153198,0.876289,1.53029,0.06192,0.399669,0.02916,0.190123,0.0295159,0.224034739,0.104219026,1.832769952,16.34838375,0.387896694,0.46,0.142,0.898,1.48,NA,0.059,0.386,0.023,0.155,0.007,0.00038,0.00299,0.0524,0.00103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,E4F,NA,10/1/10,4.32,1,stream,NA,NA,0.430856,0.124496,0.826211,1.32515,0.132927,0.39548,0.034832,0.161599,0.047882832,0.771414199,0.047368966,2.52609952,18.04653408,0.39182884,0.473,0.134,0.867,1.458,NA,0.147,0.417,0.037,0.162,NA,0.00092,0.00314,0.00541,0.00142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,E4F,NA,3/27/13,4.73,1,stream,NA,NA,0.614034,0.151757,0.47375,2.13999,0.156528,0.270573,0.0170727,0.0444008,0.023876573,0.471750244,0.886039257,2.611162826,5.090008586,0.358484905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004894714,0.33561849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
